id	name	type	type_general	species	kingdom	product_names	product_counts	most_unique_product_name	most_unique_product_count
LdSTS11	Sesquiterpene synthase	sesq	sesq	Lactarius deliciosus	Fungi	rel-(1S,2S,5R,6′R)-2′,6,6,6′-Tetramethylspiro[bicyclo[3.1.0]hexane-2,1′-cyclohexan]-2′-ene; 1-aristolene; 9-aristolene	[2, 2, 2]	rel-(1S,2S,5R,6′R)-2′,6,6,6′-Tetramethylspiro[bicyclo[3.1.0]hexane-2,1′-cyclohexan]-2′-ene	2
LdSTS3	Sesquiterpene synthase	sesq	sesq	Lactarius deliciosus	Fungi	δ-cadinene; β-myrcene; trans-β-ocimene; β-cubebene; α-cubebene	[37, 58, 1, 6, 1]	trans-β-ocimene	1
LdSTS6	Sesquiterpene synthase	sesq	sesq	Lactarius deliciosus	Fungi	α-murrolene	[1]	α-murrolene	1
LdSTS7	Sesquiterpene synthase	sesq	sesq	Lactarius deliciosus	Fungi	rel-(1S,2S,5R,6′R)-2′,6,6,6′-Tetramethylspiro[bicyclo[3.1.0]hexane-2,1′-cyclohexan]-2′-ene; 1-aristolene; 9-aristolene	[2, 2, 2]	rel-(1S,2S,5R,6′R)-2′,6,6,6′-Tetramethylspiro[bicyclo[3.1.0]hexane-2,1′-cyclohexan]-2′-ene	2
M1V9Q0	Diterpene cyclase DtcycA	di	di	Streptomyces sp.	Bacteria	cembrene C; (R)-nephthenol	[3, 2]	(R)-nephthenol	2
M1VDX3	Diterpene cyclase DtcycB	di	di	Streptomyces sp.	Bacteria	(R)-nephthenol	[2]	(R)-nephthenol	2
M2U578	Preterpestacin I synthase tpcA	sester	sester	Cochliobolus heterostrophus	Fungi	preterpestacin I	[3]	preterpestacin I	3
M2V8C1	Ophiobolin F synthase oblA	sester	sester	Cochliobolus heterostrophus	Fungi	ophiobolin F	[6]	ophiobolin F	6
M4GGS0	Amorpha-4,11-diene synthase	sesq	sesq	Artemisia annua	Plantae	amorpha-4,11-diene	[3]	amorpha-4,11-diene	3
M4GGS1	Amorpha-4,11-diene synthase	sesq	sesq	Artemisia annua	Plantae	amorpha-4,11-diene	[3]	amorpha-4,11-diene	3
M4HXU6	Bifunctional levopimaradiene synthase	di; di-int	mixed	Pinus banksiana	Plantae	levopimaradiene; 5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); abieta-7,13-diene; abieta-8(14),12-diene; neoabietadiene	[2, 16, 4, 7, 6]	levopimaradiene	2
M4HXW5	Monofunctional isopimaradiene synthase	di	di	Pinus banksiana	Plantae	isopimara-7,15-diene	[4]	isopimara-7,15-diene	4
M4HY05	Bifunctional levopimaradiene synthase	di-int; di	mixed	Pinus contorta 	Plantae	levopimaradiene; 5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); abieta-8(14),12-diene; neoabietadiene	[2, 16, 7, 6]	levopimaradiene	2
M4HY08	Monofunctional pimaradiene synthase	di	di	Pinus banksiana	Plantae	pimara-8(14),15-diene	[2]	pimara-8(14),15-diene	2
M4HYC6	Bifunctional levopimaradiene synthase	di-int; di	mixed	Pinus contorta 	Plantae	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); abieta-7,13-diene; abieta-8(14),12-diene; neoabietadiene	[16, 4, 7, 6]	abieta-7,13-diene	4
M4HYC8	Monofunctional pimaradiene synthase	di	di	Pinus contorta	Plantae	pimara-8(14),15-diene	[2]	pimara-8(14),15-diene	2
M4HYP3	Monofunctional isopimaradiene synthase	di	di	Pinus contorta	Plantae	isopimara-7,15-diene	[4]	isopimara-7,15-diene	4
M4HZ33	Alpha-bisabolol synthase	sesq	sesq	Artemisia annua	Plantae	α-bisabolol	[3]	α-bisabolol	3
M5AW86	Trifunctional sesterterpene/triterpene/sesquarterpene synthase	sester; tri; sesquar	mixed	Alkalihalobacillus clausii	Bacteria	β-geranylfarnesene; β-hexaprene; β-heptaprene	[3, 1, 1]	β-hexaprene	1
MW446505.1		sester	sester	Fusarium oxysporum	Fungi	fusoxypene A; fusoxypene B; fusoxypene C; (−)-astellatene	[1, 1, 1, 1]	fusoxypene A	1
N4V6D4	Sesterterpene synthase btcA	sester	sester	Colletotrichum orbiculare	Fungi	betaestacin I	[6]	betaestacin I	6
O04408	Ent-copalyl diphosphate synthase	di-int	di	Pisum sativum	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
O04806	Limonene cyclase	mono	mono	Perilla frutescens var. acuta	Plantae	(4R)-limonene	[11]	(4R)-limonene	11
O06728	Farnesyl diphosphate phosphatase YisP	sesq	sesq	Bacillus subtilis	Bacteria	(2-trans,6-trans)-farnesol	[7]	(2-trans,6-trans)-farnesol	7
O07854	4,4'-diapophytoene synthase	tri	tri	Staphylococcus aureus	Bacteria	15-cis-4,4'-diapophytoene	[2]	15-cis-4,4'-diapophytoene	2
O13284	Ent-kaur-16-ene synthase	di	di	Phaeosphaeria sp.	Fungi	ent-kaurene	[31]	ent-kaurene	31
O13489	Trichodiene synthase	sesq	sesq	Paramyrothecium roridum 	Fungi	trichodiene	[18]	trichodiene	18
O22340	Limonene synthase	mono	mono	Abies grandis	Plantae	(4S)-limonene	[18]	(4S)-limonene	18
O23390	Baruol synthase	tri	tri	Arabidopsis thaliana 	Plantae	baruol	[1]	baruol	1
O23909	Terpene cyclase/mutase family member	tri	tri	Pisum sativum	Plantae	β-amyrin	[41]	β-amyrin	41
O23945	(-)-alpha-pinene synthase	mono	mono	Fragaria vesca	Plantae	(−)-α-pinene; β-pinene; sabinene; β-myrcene; α-phellandrene; β-phellandrene	[26, 12, 13, 58, 14, 13]	β-pinene	12
O24474	Myrcene synthase	mono	mono	Abies grandis	Plantae	β-myrcene	[58]	β-myrcene	58
O24475	Pinene synthase	mono	mono	Abies grandis	Plantae	(−)-α-pinene; (−)-α-pinene	[26, 26]	(−)-α-pinene	26
O48666	Squalene synthase 1	tri	tri	Panax ginseng	Plantae	squalene	[19]	squalene	19
O48935	Beta-farnesene synthase	sesq; mono	mixed	Mentha piperita	Plantae	trans-β-farnesene; cis-β-farnesene; δ-cadinene; limonene; terpinolene; β-myrcene; γ-terpinene; (Z)-β-ocimene; (E)-β-ocimene; sabinene	[24, 1, 37, 33, 40, 58, 22, 15, 27, 13]	cis-β-farnesene	1
O49853	(+)-delta-cadinene synthase isozyme C2	sesq	sesq	Gossypium arboreum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
O50406	Type B diterpene cyclase	di-int	di	Mycobacterium tuberculosis	Bacteria	tuberculosinyl diphosphate(3−)	[1]	tuberculosinyl diphosphate(3−)	1
O59947	Trichodiene synthase	sesq	sesq	Stachybotrys chartarum	Fungi	trichodiene	[18]	trichodiene	18
O64404	Delta-selinene synthase	sesq	sesq	Abies grandis 	Plantae	(1E,4E)-germacrene B; (+)-δ-selinene; (+)-guaia-6,9-diene	[9, 1, 1]	(+)-δ-selinene	1
O64405	Gamma-humulene synthase	sesq	sesq	Abies grandis	Plantae	(1E,6E)-γ-humulene; sibirene; longifolene; β-himachalene; γ-himachalene; α-himachalene	[1, 1, 5, 1, 3, 1]	(1E,6E)-γ-humulene	1
O64961	Germacrene C synthase	sesq; mono	mixed	Solanum lycopersicum	Plantae	germacrene C; (1E,4E,8E)-α-humulene; germacrene A; β-bisabolene; (1E,4E)-germacrene B; germacrene D; β-myrcene; limonene; terpinolene; α-pinene; delta-2-carene; α-terpinene	[5, 35, 6, 16, 9, 7, 58, 33, 40, 20, 4, 7]	delta-2-carene	4
O65323	5-epiaristolochene synthase	sesq	sesq	Capsicum annuum	Plantae	(+)-5-epi-aristolochene	[9]	(+)-5-epi-aristolochene	9
O65435	Terpenoid synthase 8	di	di	Arabidopsis thaliana	Plantae	rhizathalene A	[1]	rhizathalene A	1
O74165	Squalene synthase	tri	tri	Cyberlindnera jadinii	Fungi	squalene	[19]	squalene	19
O81086	Alpha-bisabolene synthase	sesq	sesq	Abies grandis	Plantae	(E,R)-α-bisabolene	[4]	(E,R)-α-bisabolene	4
O81191	1,8-cineole synthase	mono	mono	Salvia officinalis	Plantae	1,8-cineole	[18]	1,8-cineole	18
O81192	(+)-bornyl diphosphate synthase	mono	mono	Salvia officinalis	Plantae	(+)-bornyl diphosphate; (+)-camphene; (+)-α-pinene	[2, 1, 10]	(+)-camphene	1
O81193	(+)-sabinene synthase	mono	mono	Salvia officinalis 	Plantae	(+)-sabinene	[9]	(+)-sabinene	9
O81923	5-epi-aristolochene synthase	sesq	sesq	Capsicum annuum	Plantae	(+)-5-epi-aristolochene	[9]	(+)-5-epi-aristolochene	9
O82139	Cycloartenol Synthase	tri	tri	Panax ginseng	Plantae	cycloartenol	[22]	cycloartenol	22
O82140	Beta-amyrin synthase 1	tri	tri	Panax ginseng 	Plantae	β-amyrin	[41]	β-amyrin	41
O82141	Terpene cyclase	tri	tri	Panax ginseng 	Plantae	lanosterol	[16]	lanosterol	16
O82146	Beta-amyrin synthase 2	tri	tri	Panax ginseng 	Plantae	β-amyrin	[41]	β-amyrin	41
P08196	Phytoene synthase 1, chloroplastic	tetra	tetra	Solanum lycopersicum	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
P0C565	Bifunctional chrysanthemol synthase	mono-int; mono	mixed	Tanacetum cinerariifolium	Plantae	(R,R)-chrysanthemyl diphosphate(3−); (R,R)-chrysanthemol; (R)-lavandulol	[3, 1, 1]	(R,R)-chrysanthemol	1
P0C8Y0	Camelliol C synthase	tri	tri	Arabidopsis thaliana	Plantae	camelliol C; achilleol A	[1, 1]	camelliol C	1
P0CJ43	(E)-beta-ocimene synthase	sesq	sesq	Arabidopsis thaliana	Plantae	(E,E)-α-farnesene	[9]	(E,E)-α-farnesene	9
P0CV94	(3S,6E)-nerolidol synthase 1	sesq; mono	mixed	Fragaria ananassa	Plantae	(3S,6E)-nerolidol; (S)-linalool	[5, 10]	(3S,6E)-nerolidol	5
P0CV95	(3S,6E)-nerolidol synthase 2, chloroplastic/mitochondrial	sesq; mono	mixed	Fragaria ananassa	Plantae	(3S,6E)-nerolidol; (S)-linalool	[5, 10]	(3S,6E)-nerolidol	5
P0CV96	(3S,6E)-nerolidol synthase 1, chloroplastic	sesq; mono	mixed	Fragaria vesca	Plantae	(3S,6E)-nerolidol; linalool	[5, 27]	(3S,6E)-nerolidol	5
P0DI76	1,8-cineole synthase 1	mono	mono	Arabidopsis thaliana	Plantae	1,8-cineole; sabinene; β-myrcene; (−)-β-pinene; (4S)-limonene; (E)-β-ocimene; α-terpineol; (−)-α-pinene; terpinolene; (+)-α-thujene	[18, 13, 58, 21, 18, 27, 14, 26, 40, 2]	(+)-α-thujene	2
P0DI77	1,8-cineole synthase 2	mono	mono	Arabidopsis thaliana	Plantae	1,8-cineole; sabinene; β-myrcene; (−)-β-pinene; (4S)-limonene; (E)-β-ocimene; α-terpineol; (−)-α-pinene; terpinolene; (+)-α-thujene	[18, 13, 58, 21, 18, 27, 14, 26, 40, 2]	(+)-α-thujene	2
P0DL13	Delta(6)-protoilludene synthase	sesq	sesq	Armillaria gallica	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
P0DPK6	Spiroviolene synthase	di	di	Streptomyces violens	Bacteria	(−)-spiroviolene	[2]	(−)-spiroviolene	2
P13513	Trichodiene synthase	sesq	sesq	Fusarium sporotrichioides	Fungi	trichodiene	[18]	trichodiene	18
P21683	"15-cis-phytoene synthase
"	tetra	tetra	Pantoea ananas	Bacteria	15-cis-phytoene	[15]	15-cis-phytoene	15
P21684	Geranylgeranyl diphosphate synthase	tetra	tetra	Pantoea ananas	Bacteria	phytoene	[2]	phytoene	2
P27679	Trichodiene synthase	sesq	sesq	Gibberella pulicaris	Fungi	trichodiene	[18]	trichodiene	18
P29704	Squalene synthase	tri	tri	Saccharomyces cerevisiae	Fungi	squalene	[19]	squalene	19
P33247	Squalene--hopene cyclase	tri	tri	Alicyclobacillus acidocaldarius subsp. acidocaldarius	Bacteria	hop-22(29)-ene; hopan-22-ol	[4, 4]	hop-22(29)-ene	4
P33990	Squalene--hopene cyclase	tri	tri	Zymomonas mobilis subsp. mobilis 	Bacteria	hop-22(29)-ene; hopan-22-ol	[4, 4]	hop-22(29)-ene	4
P36596	Squalene synthase	tri	tri	Schizosaccharomyces pombe	Fungi	squalene	[19]	squalene	19
P37268	Squalene synthase	tri; tri-int	mixed	Homo sapiens 	Animalia	squalene; presqualene diphosphate(3−)	[19, 4]	presqualene diphosphate(3−)	4
P37269	15-cis-phytoene synthase	tetra-int; tetra	mixed	Synechococcus elongatus	Bacteria	prephytoene diphosphate; 15-cis-phytoene	[3, 15]	prephytoene diphosphate	3
P37271	Phytoene synthase, chloroplastic	tetra	tetra	Arabidopsis thaliana	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
P37272	Bifunctional 15-cis-phytoene synthase, chromoplastic	tetra-int; tetra	mixed	Capsicum annuum	Plantae	prephytoene diphosphate; 15-cis-phytoene	[3, 15]	prephytoene diphosphate	3
P37294	15-cis-phytoene synthase	tetra	tetra	Synechocystis sp.	Bacteria	15-cis-phytoene	[15]	15-cis-phytoene	15
P37295	Bifunctional lycopene cyclase/phytoene synthase	tetra	tetra	Neurospora crassa	Fungi	15-cis-phytoene	[15]	15-cis-phytoene	15
P38604	Lanosterol synthase	tri	tri	Saccharomyces cerevisiae	Fungi	lanosterol	[16]	lanosterol	16
P38605	Cycloartenol synthase	tri	tri	Arabidopsis thaliana	Plantae	cycloartenol	[22]	cycloartenol	22
P48449	Lanosterol synthase	tri	tri	Homo sapiens	Animalia	lanosterol	[16]	lanosterol	16
P48450	Lanosterol synthase	tri	tri	Rattus norvegicus 	Animalia	lanosterol	[16]	lanosterol	16
P49085	Phytoene synthase 1, chloroplastic	tetra	tetra	Zea mays	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
P53797	Phytoene synthase, chloroplastic	tetra	tetra	Narcissus pseudonarcissus	Plantae	phytoene	[2]	phytoene	2
P53798	Squalene synthase	tri	tri	Mus musculus	Animalia	squalene	[19]	squalene	19
P53799	Squalene synthase 1	tri	tri	Arabidopsis thaliana	Plantae	squalene	[19]	squalene	19
P53800	Squalene synthase	tri	tri	Nicotiana benthamiana	Plantae	squalene	[19]	squalene	19
P54924	"Squalene--hopene cyclase
"	tri	tri	Bradyrhizobium diazoefficiens	Bacteria	hop-22(29)-ene; hopan-22-ol	[4, 4]	hop-22(29)-ene	4
P54975	15-cis-phytoene synthase	tetra	tetra	Paracoccus sp.	Bacteria	15-cis-phytoene	[15]	15-cis-phytoene	15
P59287	Casbene synthase	di	di	Ricinus communis	Plantae	casbene	[2]	casbene	2
P84466	Lanosterol synthase	tri	tri	Bos taurus	Animalia	lanosterol	[16]	lanosterol	16
P93665	(+)-delta-cadinene synthase	sesq	sesq	Gossypium hirsutum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
P9WEP0	Aspergildiene synthase	sester	sester	Aspergillus ustus	Fungi	aspergiltriene A; aspergildiene A; aspergildiene B; aspergildiene C; aspergildiene D	[1, 1, 1, 1, 1]	aspergiltriene A	1
P9WEV2	Preaspterpenacid I synthase sttA	sester	sester	Aspergillus terreus 	Fungi	preaspterpenacid acid I	[1]	preaspterpenacid acid I	1
P9WEV6	Phomopsene synthase	di	di	Phomopsis amygdali	Fungi	phomopsene	[2]	phomopsene	2
P9WEV7	Dolasta-1(15),8-diene synthase	di	di	Colletotrichum gloeosporioides	Fungi	(5R,12R,14S)-dolasta-1(15),8-diene; delta-araneosene	[1, 2]	(5R,12R,14S)-dolasta-1(15),8-diene	1
P9WEW0	Delta(6)-protoilludene synthase	sesq	sesq	Stereum hirsutum	Fungi	Δ6-protoilludene; Δ6-protoilludene; (−)-β-elemene; (−)-β-caryophyllene; (+)-β-selinene; α-selinene	[20, 20, 26, 64, 8, 10]	(+)-β-selinene	8
P9WEW1	Delta(6)-protoilludene synthase	sesq	sesq	Stereum hirsutum	Fungi	Δ6-protoilludene; (−)-β-elemene; Δ6-protoilludene; (−)-β-elemene; (−)-β-caryophyllene; (+)-β-selinene; α-selinene	[20, 26, 20, 26, 64, 8, 10]	(+)-β-selinene	8
P9WEW2	Delta(6)-protoilludene synthase	sesq	sesq	Stereum hirsutum	Fungi	Δ6-protoilludene; (−)-β-elemene; Δ6-protoilludene; (−)-β-elemene; (−)-β-caryophyllene; (+)-β-selinene; α-selinene	[20, 26, 20, 26, 64, 8, 10]	(+)-β-selinene	8
P9WEY4	Terpene synthase 4	mono; sesq	mixed	Physarum polycephalum	Amoebozoa	β-myrcene; α-muurolene; (−)-β-caryophyllene	[58, 18, 64]	α-muurolene	18
P9WEY7	Terpene synthase 1	sesq; mono	mixed	Physarum polycephalum	Amoebozoa	γ-muurolene; α-muurolene; (−)-β-caryophyllene; β-myrcene; linalool; (E)-β-ocimene; (Z)-β-ocimene; limonene	[12, 18, 64, 58, 27, 27, 15, 33]	γ-muurolene	12
P9WJ61	Tuberculosinyl adenosine transferase	di	di	Mycobacterium tuberculosis	Bacteria	(+)-copalol; manool; 13-epi-manool; (−)-ent-copalol; ent-manool; syn-copalol; (13S)-vitexifolin A	[1, 1, 1, 1, 1, 1, 2]	(+)-copalol	1
PbTC-1		di; sesq; mono	mixed	Paramuricea biscaya	Coral	elisabethatriene; nephthene; geraniol	[2, 4, 21]	elisabethatriene	2
PhTS-1	Germacrene D synthase	sesq; mono	mixed	Phakellia ventilabrum	Animalia	(-)-germacrene D; β-myricene; (E)-β-ocimene; α-phellandrene; β-terpinene; sylvestrene	[2, 5, 27, 14, 1, 1]	β-terpinene	1
Q00835	Trichodiene synthase	sesq	sesq	Fusarium poae	Fungi	trichodiene	[18]	trichodiene	18
Q00909	Trichodiene synthase	sesq	sesq	Gibberella zeae	Fungi	trichodiene	[18]	trichodiene	18
Q00G37	Ent-cassa-12,15-diene synthase	di	di	Oryza sativa subsp. indica	Plantae	ent-cassa-12,15-diene	[2]	ent-cassa-12,15-diene	2
Q02769	Squalene synthase	tri; tri-int	mixed	Rattus norvegicus 	Animalia	squalene; presqualene diphosphate(3−)	[19, 4]	presqualene diphosphate(3−)	4
Q03471	Aristolochene synthase	sesq	sesq	Penicillium roqueforti	Bacteria	(+)-aristolochene	[4]	(+)-aristolochene	4
Q04782	Lanosterol synthase	tri	tri	Candida albicans 	Fungi	lanosterol	[16]	lanosterol	16
Q08IT1	Dammarenediol II synthase	tri	tri	Panax ginseng	Plantae	dammarenediol-II	[1]	dammarenediol-II	1
Q0E088	Ent-cassa-12,15-diene synthase	di	di	Oryza sativa subsp. japonica	Plantae	ent-cassa-12,15-diene	[2]	ent-cassa-12,15-diene	2
Q0JA82	Ent-kaur-16-ene synthase	di	di	Oryza sativa subsp. japonica	Plantae	ent-kaurene	[31]	ent-kaurene	31
Q0JEZ8	9-beta-pimara-7,15-diene synthase	di	di	Oryza sativa subsp. japonica	Plantae	9β-pimara-7,15-diene	[2]	9β-pimara-7,15-diene	2
Q0JF02	Syn-copalyl diphosphate synthase	di-int	di	Oryza sativa subsp. japonica	Plantae	5α,9β,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[4]	5α,9β,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	4
Q0VHD6	(+)-germacrene D synthase	sesq	sesq	Zingiber officinale	Plantae	(+)-germacrene D	[6]	(+)-germacrene D	6
Q10231	Lanosterol synthase	tri	tri	Schizosaccharomyces pombe	Fungi	lanosterol	[16]	lanosterol	16
Q1AHB2	Stemod-13(17)-ene synthase	di	di	Oryza sativa subsp. indica	Plantae	stemod-13(17)-ene	[1]	stemod-13(17)-ene	1
Q1EG72	(S)-beta-macrocarpene synthase	sesq; mono	mixed	Zea mays	Plantae	(S)-β-bisabolene; (S)-β-macrocarpene; trans-β-farnesene; (4S)-limonene; β-myrcene; terpinolene; (S)-linalool; β-phellandrene	[16, 3, 24, 18, 58, 40, 10, 13]	(S)-β-macrocarpene	3
Q1ERD3	Terpene cyclase	tri	tri	Lotus japonicus	Plantae	lanosterol	[16]	lanosterol	16
Q1G1A4	Lanosterol synthase	tri	tri	Arabidopsis thaliana	Plantae	lanosterol	[16]	lanosterol	16
Q1PDD2	Germacrene A synthase	sesq	sesq	Artemisia annua	Plantae	(−)-germacrene A	[24]	(−)-germacrene A	24
Q1XBU4	Beta-phellandrene synthase	mono	mono	Solanum lycopersicum	Plantae	β-phellandrene	[13]	β-phellandrene	13
Q1XBU5	(R)-linalool synthase TPS5	sesq; mono	mixed	Solanum lycopersicum	Plantae	(R)-linalool; (6E)-nerolidol	[11, 16]	(R)-linalool	11
Q20HU7	(-)-limonene synthase	mono	mono	Picea sitchensis	Plantae	(4S)-limonene	[18]	(4S)-limonene	18
Q29VN2	Terpene synthase 2	sesq; di; mono	mixed	Zea mays	Plantae	(3S,6E)-nerolidol; geranyllinalool; (S)-linalool	[5, 7, 10]	(3S,6E)-nerolidol	5
Q29VN3	Alpha-copaene synthase	sesq	sesq	Zea mays	Plantae	α-copaene; (+)-germacrene D; (−)-β-caryophyllene; δ-cadinene	[13, 6, 64, 37]	(+)-germacrene D	6
Q2FV59	4,4'-diapophytoene synthase	tri	tri	Staphylococcus aureus	Bacteria	15-cis-4,4'-diapophytoene	[2]	15-cis-4,4'-diapophytoene	2
Q2NM15	(E)-beta-farnesene synthase	sesq	sesq	Zea mays	Plantae	trans-β-farnesene; α-copaene; (−)-exo-α-bergamotene; (−)-β-caryophyllene; δ-cadinene; (+)-germacrene D; zingiberene; α-muurolene; (S)-β-bisabolene; β-sesquiphellandrene; sesquisabinene A	[24, 13, 14, 64, 37, 6, 9, 18, 16, 11, 2]	sesquisabinene A	2
Q2QLV9	Phytoene synthase 2, chloroplastic	tetra	tetra	Oryza sativa subsp. japonica	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
Q2QQJ5	Ent-sandaracopimara-8(14),15-diene synthase	di	di	Oryza sativa subsp. japonica	Plantae	ent-sandaracopimara-8(14),15-diene; (12E)-9α-labda-8(17),12,14-triene	[1, 1]	ent-sandaracopimara-8(14),15-diene	1
Q2R712	Achilleol B synthase	tri	tri	Oryza sativa subsp. japonica 	Plantae	achilleol B	[1]	achilleol B	1
Q2WGL6	Terpene cyclase/mutase family member	tri	tri	Lotus japonicus	Plantae	cycloartenol	[22]	cycloartenol	22
Q2WGL7	Terpene cyclase	tri	tri	Lotus japonicus	Plantae	lupeol	[14]	lupeol	14
Q2WGL8	Terpene cyclase/mutase family member	tri	tri	Lotus japonicus	Plantae	β-amyrin	[41]	β-amyrin	41
Q2XPU6	Cycloartenol synthase	tri	tri	Ricinus communis 	Plantae	cycloartenol	[22]	cycloartenol	22
Q2XPU7	Lupeol synthase	tri	tri	Ricinus communis	Plantae	lupeol	[14]	lupeol	14
Q2XSC4	Exo-alpha-bergamotene synthase	sesq	sesq	Lavandula angustifolia	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
Q2XSC5	R-linalool synthase	mono	mono	Lavandula angustifolia	Plantae	(R)-linalool	[11]	(R)-linalool	11
Q2XSC6	(R)-limonene synthase	mono	mono	Lavandula angustifolia	Plantae	(4R)-limonene	[11]	(4R)-limonene	11
Q308N0	Geraniol synthase, chloroplastic	mono	mono	Perilla frutescens	Plantae	geraniol	[21]	geraniol	21
Q32W37	Valerianol synthase	sesq	sesq	Actinidia deliciosa	Plantae	(+)-germacrene D	[6]	(+)-germacrene D	6
Q38710	Bifunctional abietadiene synthase	di-int; di	mixed	Abies grandis	Plantae	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−); abieta-7,13-diene; neoabietadiene	[16, 4, 6]	abieta-7,13-diene	4
Q38802	Ent-copalyl diphosphate synthase	di-int	di	Arabidopsis thaliana	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
Q39548	Ent-kaur-16-ene synthase	di	di	Cucurbita maxima 	Plantae	ent-kaurene	[31]	ent-kaurene	31
Q39760	(+)-delta-cadinene synthase isozyme XC14	sesq	sesq	Gossypium arboreum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
Q39761	(+)-delta-cadinene synthase isozyme XC1	sesq	sesq	Gossypium arboreum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
Q39978	Vetispiradiene synthase 1	sesq	sesq	Hyoscyamus muticus	Plantae	premnaspirodiene	[2]	premnaspirodiene	2
Q401R5	Terpene cyclase/mutase family member	tri	tri	Euphorbia tirucalli	Plantae	β-amyrin	[41]	β-amyrin	41
Q401R6	Terpene cyclase	tri	tri	Euphorbia tirucalli	Plantae	β-amyrin	[41]	β-amyrin	41
Q40322	4S-limonene synthase	mono	mono	Mentha spicata	Plantae	(4S)-limonene	[18]	(4S)-limonene	18
Q40577	5-epi-aristolochene synthase	sesq	sesq	Nicotiana tabacum	Plantae	(+)-5-epi-aristolochene	[9]	(+)-5-epi-aristolochene	9
Q41594	Taxadiene synthase	di	di	Taxus brevifolia	Plantae	taxa-4,11-diene	[6]	taxa-4,11-diene	6
Q41771	Ent-copalyl diphosphate synthase AN1	di-int	di	Zea mays 	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	[21]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
Q43714	(+)-delta-cadinene synthase isozyme A	sesq	sesq	Gossypium arboreum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
Q49SP3	Patchoulol synthase	sesq	sesq	Pogostemon cablin	Plantae	patchoulol; α-guaiene; δ-guaiene	[1, 5, 8]	patchoulol	1
Q49SP4	Germacrene D synthase 1	sesq	sesq	Pogostemon cablin	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
Q49SP5	Germacrene A synthase	sesq	sesq	Pogostemon cablin	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
Q49SP6	Germacrene D synthase 2	sesq	sesq	Pogostemon cablin	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
Q49SP7	Gamma-curcumene synthase	sesq	sesq	Pogostemon cablin 	Plantae	γ-curcumene	[8]	γ-curcumene	8
Q4JHG3	Geraniol synthase	mono	mono	Perilla citriodora	Plantae	geraniol	[21]	geraniol	21
Q4KSH9	Alpha-barbatene synthase	sesq	sesq	Arabidopsis thaliana	Plantae	(+)-α-barbatene; (+)-thujopsene; (+)-β-chamigrene	[1, 1, 1]	(+)-α-barbatene	1
Q4QSN3	(-)-alpha-pinene/(-)-camphene synthase	mono	mono	Pseudotsuga menziesii	Plantae	(−)-α-pinene; (−)-camphene	[26, 5]	(−)-camphene	5
Q4QSN4	(E)-gamma-bisabolene synthase	sesq	sesq	Pseudotsuga menziesii	Plantae	(E)-γ-bisabolene	[3]	(E)-γ-bisabolene	3
Q4QSN6	Terpinolene synthase	mono	mono	Pseudotsuga menziesii	Plantae	terpinolene	[40]	terpinolene	40
Q4U3F6	Alpha-copaene synthase	sesq	sesq	Helianthus annuus	Plantae	α-copaene; α-muurolene; (1E,4E,8E)-α-humulene	[13, 18, 35]	α-copaene	13
Q4U3F7	Germacrene A synthase 1	sesq	sesq	Helianthus annuus	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
Q4VP11	(+)-delta-cadinene synthase	sesq	sesq	Gossypium hirsutum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
Q4VP12	(+)-delta-cadinene synthase	sesq	sesq	Gossypium hirsutum	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
