DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Novelty score
tsa_035905,#20a386
tsa_035915,#39558c
tsa_035926,#482576
tsa_035948,#2d718e
tsa_036019,#404688
tsa_036020,#404688
tsa_036025,#404688
tsa_036043,#404688
tsa_036059,#453781
tsa_036061,#404688
tsa_036073,#453781
tsa_036097,#453781
tsa_036110,#404688
tsa_036117,#453781
tsa_036132,#404688
tsa_036174,#453781
tsa_036181,#404688
tsa_036185,#33638d
tsa_036196,#404688
tsa_036224,#33638d
tsa_036243,#404688
tsa_036254,#481467
tsa_036256,#404688
tsa_036266,#33638d
tsa_036280,#404688
tsa_036288,#453781
tsa_036308,#453781
tsa_036323,#404688
tsa_036352,#404688
tsa_036354,#39558c
tsa_036414,#39558c
tsa_036454,#39558c
tsa_036488,#33638d
tsa_036503,#404688
tsa_036505,#39558c
tsa_036517,#453781
tsa_036519,#404688
tsa_036528,#39558c
tsa_036539,#404688
tsa_036547,#453781
tsa_036574,#39558c
tsa_036581,#453781
tsa_036587,#453781
tsa_036647,#33638d
tsa_036655,#453781
tsa_036659,#453781
tsa_036677,#287d8e
tsa_036697,#33638d
tsa_036710,#404688
tsa_036748,#453781
tsa_036775,#2d718e
tsa_036823,#238a8d
tsa_036824,#20a386
tsa_036825,#238a8d
tsa_036876,#33638d
tsa_036880,#404688
tsa_036923,#238a8d
tsa_036975,#1f968b
tsa_036985,#238a8d
tsa_036998,#238a8d
tsa_037025,#1f968b
tsa_037050,#2d718e
tsa_037064,#238a8d
tsa_037069,#33638d
tsa_037137,#287d8e
tsa_037139,#287d8e
tsa_037141,#2d718e
tsa_037147,#287d8e
tsa_037243,#238a8d
tsa_037367,#3dbc74
tsa_037370,#238a8d
tsa_037409,#238a8d
tsa_037431,#1f968b
tsa_037478,#287d8e
tsa_037534,#1f968b
tsa_037610,#33638d
tsa_037623,#39558c
tsa_037625,#2d718e
tsa_037626,#404688
tsa_037644,#238a8d
tsa_037645,#238a8d
tsa_037647,#33638d
tsa_037867,#238a8d
tsa_037917,#2d718e
tsa_037982,#2d718e
tsa_038171,#39558c
tsa_038189,#404688
tsa_038500,#39558c
tsa_038573,#33638d
tsa_038977,#287d8e
tsa_039027,#2d718e
tsa_039067,#238a8d
tsa_039076,#20a386
tsa_039080,#238a8d
tsa_039085,#29af7f
tsa_039087,#1f968b
tsa_039106,#238a8d
tsa_039221,#2d718e
tsa_039271,#39558c
tsa_039319,#287d8e
tsa_039424,#404688
tsa_039431,#238a8d
tsa_039452,#287d8e
tsa_039463,#287d8e
tsa_039610,#33638d
tsa_039763,#2d718e
tsa_039782,#33638d
tsa_039871,#482576
tsa_039968,#453781
tsa_040120,#453781
tsa_040214,#482576
tsa_040262,#1f968b
tsa_040271,#39558c
tsa_040273,#39558c
tsa_040289,#404688
tsa_040300,#39558c
tsa_040305,#33638d
tsa_040318,#482576
tsa_040334,#404688
tsa_040335,#453781
tsa_040338,#2d718e
tsa_040351,#2d718e
tsa_040354,#404688
tsa_040417,#453781
tsa_040508,#404688
tsa_040519,#404688
tsa_040590,#453781
tsa_040591,#404688
tsa_040600,#287d8e
tsa_040660,#482576
tsa_040758,#453781
tsa_040816,#481467
tsa_040829,#33638d
tsa_040836,#287d8e
tsa_040838,#33638d
tsa_040907,#453781
tsa_040986,#404688
tsa_040987,#482576
tsa_041097,#453781
tsa_041275,#453781
tsa_041278,#39558c
tsa_041292,#39558c
tsa_041348,#39558c
tsa_041376,#39558c
tsa_041386,#33638d
tsa_041518,#33638d
tsa_041549,#39558c
tsa_041553,#39558c
tsa_041582,#33638d
tsa_041585,#33638d
tsa_041614,#39558c
tsa_041709,#453781
tsa_041786,#1f968b
tsa_041789,#287d8e
tsa_041826,#287d8e
tsa_041929,#39558c
tsa_041935,#39558c
tsa_041939,#33638d
tsa_041943,#453781
tsa_041952,#453781
tsa_041971,#39558c
tsa_042034,#404688
tsa_042161,#29af7f
tsa_042278,#404688
tsa_042292,#453781
tsa_042312,#453781
tsa_042315,#481467
tsa_042375,#39558c
tsa_042377,#39558c
tsa_042385,#2d718e
tsa_042491,#238a8d
tsa_042508,#287d8e
tsa_042518,#453781
tsa_042569,#482576
tsa_042618,#453781
tsa_042621,#482576
tsa_042624,#33638d
tsa_042642,#453781
tsa_042647,#404688
tsa_042819,#33638d
tsa_042820,#39558c
tsa_042821,#39558c
tsa_042822,#39558c
tsa_042826,#33638d
tsa_042835,#33638d
tsa_042846,#404688
tsa_042875,#33638d
tsa_042877,#39558c
tsa_042906,#404688
tsa_042915,#453781
tsa_042935,#33638d
tsa_042936,#453781
tsa_042937,#404688
tsa_042944,#39558c
tsa_042960,#39558c
tsa_043007,#39558c
tsa_043056,#453781
tsa_043103,#404688
tsa_043136,#2d718e
tsa_043144,#453781
tsa_043168,#39558c
tsa_043201,#238a8d
tsa_043204,#20a386
tsa_043250,#39558c
tsa_043254,#39558c
tsa_043259,#39558c
tsa_043290,#39558c
tsa_043296,#1f968b
tsa_043305,#39558c
tsa_043327,#20a386
tsa_043330,#2d718e
tsa_043332,#39558c
tsa_043339,#453781
tsa_043360,#238a8d
tsa_043389,#33638d
tsa_043390,#33638d
tsa_043450,#2d718e
tsa_043489,#33638d
tsa_043521,#404688
tsa_043534,#238a8d
tsa_043566,#287d8e
tsa_043588,#238a8d
tsa_043646,#482576
tsa_043658,#482576
tsa_043767,#404688
tsa_043771,#453781
tsa_043779,#482576
tsa_043819,#481467
tsa_043821,#482576
tsa_043836,#404688
tsa_043918,#33638d
tsa_043927,#39558c
tsa_043960,#404688
tsa_043987,#453781
tsa_043988,#404688
tsa_043991,#33638d
tsa_044012,#238a8d
tsa_044015,#2d718e
tsa_044042,#2d718e
tsa_044044,#33638d
tsa_044053,#453781
tsa_044059,#39558c
tsa_044065,#238a8d
tsa_044071,#39558c
tsa_044077,#287d8e
tsa_044086,#238a8d
tsa_044089,#238a8d
tsa_044095,#287d8e
tsa_044102,#287d8e
tsa_044126,#33638d
tsa_044151,#33638d
tsa_044161,#2d718e
tsa_044205,#238a8d
tsa_044207,#2d718e
tsa_044213,#39558c
tsa_044237,#33638d
tsa_044345,#2d718e
tsa_044351,#2d718e
tsa_044367,#33638d
tsa_044368,#2d718e
tsa_044406,#39558c
tsa_044409,#453781
tsa_044421,#33638d
tsa_044422,#2d718e
tsa_044464,#39558c
tsa_044478,#33638d
tsa_044485,#33638d
tsa_044535,#33638d
tsa_044588,#453781
tsa_044590,#481467
tsa_044673,#453781
tsa_044742,#238a8d
tsa_044752,#39558c
tsa_044809,#33638d
tsa_044871,#33638d
tsa_044946,#482576
tsa_044988,#453781
tsa_045023,#2d718e
tsa_045046,#39558c
tsa_045090,#2d718e
tsa_045124,#453781
tsa_045126,#440154
tsa_045127,#404688
tsa_045128,#440154
tsa_045193,#39558c
tsa_045245,#404688
tsa_045307,#33638d
tsa_045321,#453781
tsa_045377,#453781
tsa_045378,#482576
tsa_045379,#482576
tsa_045381,#404688
tsa_045383,#404688
tsa_045388,#481467
tsa_045389,#482576
tsa_045394,#482576
tsa_045395,#453781
tsa_045396,#482576
tsa_045403,#482576
tsa_045405,#481467
tsa_045407,#482576
tsa_045408,#482576
tsa_045411,#404688
tsa_045412,#39558c
tsa_045413,#287d8e
tsa_045415,#482576
tsa_045485,#482576
tsa_045501,#404688
tsa_045505,#39558c
tsa_045684,#238a8d
tsa_045691,#404688
tsa_045812,#33638d
tsa_045836,#440154
tsa_045838,#453781
tsa_045865,#238a8d
tsa_045867,#33638d
tsa_045883,#39558c
tsa_045891,#453781
tsa_045902,#1f968b
tsa_045909,#39558c
tsa_045917,#404688
tsa_045920,#453781
tsa_045984,#39558c
tsa_045987,#287d8e
tsa_046001,#287d8e
tsa_046004,#404688
tsa_046005,#404688
tsa_046008,#39558c
tsa_046009,#481467
tsa_046111,#482576
tsa_046113,#482576
tsa_046158,#482576
tsa_046213,#39558c
tsa_046214,#482576
tsa_046259,#404688
tsa_046293,#453781
tsa_046316,#481467
tsa_046352,#1f968b
tsa_046358,#453781
tsa_046364,#453781
tsa_046438,#39558c
tsa_046480,#440154
tsa_046484,#482576
tsa_046492,#287d8e
tsa_046494,#440154
tsa_046583,#453781
tsa_046667,#238a8d
tsa_046670,#481467
tsa_046671,#404688
tsa_046706,#404688
tsa_046736,#481467
tsa_046780,#481467
tsa_046788,#482576
tsa_046816,#482576
tsa_046844,#29af7f
tsa_046848,#482576
tsa_046951,#33638d
tsa_046975,#39558c
tsa_046978,#33638d
tsa_047051,#453781
tsa_047097,#482576
tsa_047099,#453781
tsa_047104,#2d718e
tsa_047115,#453781
tsa_047118,#404688
tsa_047179,#39558c
tsa_047233,#440154
tsa_047244,#453781
tsa_047286,#404688
tsa_047301,#482576
tsa_047302,#404688
tsa_047303,#453781
tsa_047322,#481467
tsa_047367,#287d8e
tsa_047409,#482576
tsa_047417,#20a386
tsa_047496,#404688
tsa_047578,#404688
tsa_047581,#481467
tsa_047582,#39558c
tsa_047630,#39558c
tsa_047733,#453781
tsa_047765,#481467
tsa_047810,#481467
tsa_047991,#33638d
tsa_048021,#404688
tsa_048053,#2d718e
tsa_048059,#440154
tsa_048060,#482576
tsa_048075,#404688
tsa_048076,#39558c
tsa_048325,#33638d
tsa_048425,#481467
tsa_048426,#453781
tsa_048597,#453781
tsa_048618,#39558c
tsa_048626,#39558c
tsa_048662,#33638d
tsa_048810,#440154
tsa_048820,#453781
tsa_048822,#482576
tsa_048891,#404688
tsa_048892,#481467
tsa_048897,#33638d
tsa_048919,#482576
tsa_048924,#481467
tsa_048929,#453781
tsa_048930,#39558c
tsa_048933,#39558c
tsa_048952,#39558c
tsa_048955,#481467
tsa_048993,#238a8d
tsa_049064,#453781
tsa_049072,#404688
tsa_049086,#39558c
tsa_049099,#481467
tsa_049102,#453781
tsa_049142,#33638d
tsa_049153,#482576
tsa_049321,#404688
tsa_049322,#481467
tsa_049327,#481467
tsa_049329,#404688
tsa_049330,#482576
tsa_049420,#453781
tsa_049434,#453781
tsa_049435,#404688
tsa_049437,#482576
tsa_049440,#404688
tsa_049443,#453781
tsa_049444,#404688
tsa_049447,#238a8d
tsa_049490,#453781
tsa_049499,#481467
tsa_049522,#453781
tsa_049597,#3dbc74
tsa_049602,#2d718e
tsa_049605,#29af7f
tsa_049607,#3dbc74
tsa_049663,#481467
tsa_049728,#482576
tsa_049873,#287d8e
tsa_049894,#33638d
tsa_049895,#453781
tsa_049908,#39558c
tsa_049930,#453781
tsa_049952,#33638d
tsa_049965,#453781
tsa_050020,#39558c
tsa_050029,#39558c
tsa_050037,#482576
tsa_050056,#481467
tsa_050128,#482576
tsa_050152,#481467
tsa_050153,#481467
tsa_050155,#481467
tsa_050156,#453781
tsa_050179,#238a8d
tsa_050191,#482576
tsa_050192,#440154
tsa_050306,#453781
tsa_050334,#287d8e
tsa_050434,#481467
tsa_050435,#39558c
tsa_050443,#2d718e
tsa_050549,#481467
tsa_050559,#33638d
tsa_050568,#481467
tsa_050577,#33638d
tsa_050617,#404688
tsa_050674,#404688
tsa_050675,#481467
tsa_050677,#453781
tsa_050678,#440154
tsa_050791,#1f968b
tsa_050814,#404688
tsa_050824,#33638d
tsa_050848,#453781
tsa_050854,#33638d
tsa_050861,#39558c
tsa_050870,#404688
tsa_050873,#453781
tsa_050909,#39558c
tsa_050910,#404688
tsa_050929,#33638d
tsa_050930,#39558c
tsa_051196,#481467
tsa_051217,#39558c
tsa_051219,#482576
tsa_051221,#481467
tsa_051224,#481467
tsa_051226,#404688
tsa_051228,#481467
tsa_051239,#404688
tsa_051243,#440154
tsa_051314,#482576
tsa_051367,#33638d
tsa_051369,#482576
tsa_051377,#482576
tsa_051384,#287d8e
tsa_051393,#482576
tsa_051443,#481467
tsa_051517,#404688
tsa_051554,#33638d
tsa_051771,#453781
tsa_051856,#287d8e
tsa_051882,#287d8e
tsa_051942,#287d8e
tsa_051959,#287d8e
tsa_052013,#404688
tsa_052020,#39558c
tsa_052025,#481467
tsa_052043,#404688
tsa_052051,#287d8e
tsa_052069,#39558c
tsa_052083,#39558c
tsa_052085,#287d8e
tsa_052111,#33638d
tsa_052140,#453781
tsa_052167,#404688
tsa_052229,#33638d
tsa_052238,#482576
tsa_052251,#482576
tsa_052289,#238a8d
tsa_052394,#404688
tsa_052428,#453781
tsa_052431,#453781
tsa_052432,#39558c
tsa_052433,#33638d
tsa_052435,#33638d
tsa_052436,#39558c
tsa_052437,#2d718e
tsa_052442,#2d718e
tsa_052452,#2d718e
tsa_052456,#39558c
tsa_052459,#39558c
tsa_052460,#2d718e
tsa_052461,#404688
tsa_052491,#453781
tsa_052513,#482576
tsa_052617,#2d718e
tsa_052648,#453781
tsa_052654,#453781
tsa_052677,#404688
tsa_052708,#33638d
tsa_052750,#39558c
tsa_052752,#482576
tsa_052753,#404688
tsa_052818,#33638d
tsa_052837,#2d718e
tsa_052853,#1f968b
tsa_052864,#39558c
tsa_052897,#481467
tsa_052899,#482576
tsa_052900,#482576
tsa_052902,#404688
tsa_052907,#453781
tsa_052952,#2d718e
tsa_053034,#33638d
tsa_053054,#238a8d
tsa_053056,#1f968b
tsa_053073,#3dbc74
tsa_053098,#39558c
tsa_053117,#20a386
tsa_053131,#2d718e
tsa_053139,#39558c
tsa_053147,#33638d
tsa_053169,#20a386
tsa_053179,#2d718e
tsa_053205,#39558c
tsa_053217,#481467
tsa_053415,#481467
tsa_053422,#404688
tsa_053435,#482576
tsa_053439,#440154
tsa_053518,#404688
tsa_053532,#453781
tsa_053535,#453781
tsa_053536,#453781
tsa_053538,#440154
tsa_053539,#453781
tsa_053553,#453781
tsa_053584,#2d718e
tsa_053596,#453781
tsa_053621,#39558c
tsa_053641,#453781
tsa_053739,#481467
tsa_053743,#2d718e
tsa_053770,#39558c
tsa_053776,#33638d
tsa_053777,#404688
tsa_053836,#482576
tsa_053837,#404688
tsa_053845,#39558c
tsa_053902,#453781
tsa_053928,#481467
tsa_053948,#33638d
tsa_053958,#39558c
tsa_054002,#404688
tsa_054020,#39558c
tsa_054058,#404688
tsa_054062,#481467
tsa_054078,#482576
tsa_054101,#39558c
tsa_054151,#481467
tsa_054255,#453781
tsa_054261,#482576
tsa_054282,#481467
tsa_054335,#404688
tsa_054337,#482576
tsa_054466,#2d718e
tsa_054531,#404688
tsa_054575,#482576
tsa_054591,#404688
tsa_054634,#33638d
tsa_054637,#39558c
tsa_054638,#287d8e
tsa_054669,#1f968b
tsa_054701,#20a386
tsa_054708,#404688
tsa_054743,#453781
tsa_054792,#404688
tsa_054809,#481467
tsa_054817,#404688
tsa_054869,#238a8d
tsa_054890,#482576
tsa_054900,#481467
tsa_054901,#453781
tsa_054910,#2d718e
tsa_054938,#39558c
tsa_055006,#453781
tsa_055007,#404688
tsa_055027,#482576
tsa_055069,#440154
tsa_055092,#453781
tsa_055106,#39558c
tsa_055261,#482576
tsa_055266,#33638d
tsa_055404,#287d8e
tsa_055411,#39558c
tsa_055480,#1f968b
tsa_055499,#482576
tsa_055515,#39558c
tsa_055524,#482576
tsa_055540,#2d718e
tsa_055595,#481467
tsa_055628,#440154
tsa_055631,#453781
tsa_055657,#33638d
tsa_055688,#404688
tsa_055707,#453781
tsa_055748,#482576
tsa_055751,#453781
tsa_055754,#404688
tsa_055792,#482576
tsa_055807,#482576
tsa_055824,#482576
tsa_055830,#39558c
tsa_055905,#39558c
tsa_055935,#2d718e
tsa_055937,#20a386
tsa_055957,#33638d
tsa_055959,#287d8e
tsa_055974,#39558c
tsa_055981,#404688
tsa_055994,#33638d
tsa_056007,#33638d
tsa_056015,#2d718e
tsa_056017,#33638d
tsa_056018,#33638d
tsa_056019,#39558c
tsa_056023,#2d718e
tsa_056024,#33638d
tsa_056029,#33638d
tsa_056030,#33638d
tsa_056035,#33638d
tsa_056038,#33638d
tsa_056051,#287d8e
tsa_056055,#39558c
tsa_056058,#287d8e
tsa_056072,#33638d
tsa_056080,#39558c
tsa_056084,#39558c
tsa_056088,#404688
tsa_056117,#287d8e
tsa_056122,#33638d
tsa_056127,#33638d
tsa_056148,#404688
tsa_056149,#39558c
tsa_056150,#33638d
tsa_056153,#33638d
tsa_056154,#33638d
tsa_056155,#404688
tsa_056185,#33638d
tsa_056190,#287d8e
tsa_056192,#33638d
tsa_056204,#33638d
tsa_056208,#39558c
tsa_056210,#33638d
tsa_056211,#2d718e
tsa_056213,#33638d
tsa_056217,#39558c
tsa_056248,#39558c
tsa_056252,#238a8d
tsa_056288,#33638d
tsa_056307,#287d8e
tsa_056312,#33638d
tsa_056315,#33638d
tsa_056316,#33638d
tsa_056318,#2d718e
tsa_056319,#33638d
tsa_056321,#287d8e
tsa_056324,#39558c
tsa_056326,#33638d
tsa_056327,#33638d
tsa_056330,#33638d
tsa_056331,#33638d
tsa_056347,#33638d
tsa_056352,#33638d
tsa_056368,#39558c
tsa_056381,#33638d
tsa_056401,#39558c
tsa_056402,#404688
tsa_056422,#33638d
tsa_056448,#33638d
tsa_056449,#33638d
tsa_056472,#39558c
tsa_056527,#404688
tsa_056610,#482576
tsa_056712,#482576
tsa_056733,#482576
tsa_056759,#453781
tsa_056761,#482576
tsa_056866,#482576
tsa_056896,#482576
tsa_056942,#39558c
tsa_056961,#453781
tsa_057011,#39558c
tsa_057028,#482576
tsa_057046,#453781
tsa_057108,#482576
tsa_057124,#481467
tsa_057132,#33638d
tsa_057136,#404688
tsa_057137,#453781
tsa_057150,#33638d
tsa_057154,#39558c
tsa_057158,#453781
tsa_057159,#404688
tsa_057164,#481467
tsa_057181,#481467
tsa_057182,#404688
tsa_057224,#404688
tsa_057249,#481467
tsa_057250,#39558c
tsa_057251,#453781
tsa_057253,#453781
tsa_057259,#33638d
tsa_057261,#481467
tsa_057280,#482576
tsa_057298,#20a386
tsa_057311,#2d718e
tsa_057338,#482576
tsa_057359,#482576
tsa_057366,#33638d
tsa_057419,#482576
tsa_057422,#33638d
tsa_057424,#453781
tsa_057430,#440154
tsa_057431,#481467
tsa_057435,#482576
tsa_057436,#453781
tsa_057438,#453781
tsa_057462,#39558c
tsa_057466,#404688
tsa_057472,#482576
tsa_057501,#482576
tsa_057502,#404688
tsa_057533,#453781
tsa_057589,#481467
tsa_057593,#404688
tsa_057688,#482576
tsa_057689,#404688
tsa_057704,#453781
tsa_057725,#453781
tsa_057742,#481467
tsa_057752,#33638d
tsa_057754,#33638d
tsa_057762,#481467
tsa_057822,#482576
tsa_057828,#238a8d
tsa_057860,#482576
tsa_057881,#482576
tsa_057916,#440154
tsa_057925,#440154
tsa_057955,#453781
tsa_057978,#39558c
tsa_057985,#453781
tsa_057994,#482576
tsa_057995,#404688
tsa_058003,#39558c
tsa_058009,#481467
tsa_058061,#404688
tsa_058062,#33638d
tsa_058098,#287d8e
tsa_058185,#39558c
tsa_058252,#482576
tsa_058253,#39558c
tsa_058254,#404688
tsa_058267,#481467
tsa_058280,#404688
tsa_058307,#404688
tsa_058310,#481467
tsa_058315,#453781
tsa_058322,#440154
tsa_058325,#440154
tsa_058328,#404688
tsa_058375,#39558c
tsa_058376,#404688
tsa_058403,#404688
tsa_058414,#33638d
tsa_058492,#29af7f
tsa_058496,#3dbc74
tsa_058540,#482576
tsa_058568,#404688
tsa_058571,#453781
tsa_058572,#453781
tsa_058577,#440154
tsa_058581,#33638d
tsa_058584,#39558c
tsa_058741,#453781
tsa_058787,#39558c
tsa_058811,#453781
tsa_058921,#404688
tsa_058968,#453781
tsa_058969,#453781
tsa_059088,#453781
tsa_059098,#453781
tsa_059101,#39558c
tsa_059150,#39558c
tsa_059165,#453781
tsa_059492,#39558c
tsa_059509,#404688
tsa_059648,#482576
tsa_059649,#481467
tsa_059677,#481467
tsa_059728,#39558c
tsa_059774,#33638d
tsa_059782,#39558c
tsa_059796,#39558c
tsa_059877,#33638d
tsa_059914,#482576
tsa_059917,#39558c
tsa_059948,#453781
tsa_059977,#39558c
tsa_060014,#39558c
tsa_060036,#453781
tsa_060064,#453781
tsa_060070,#453781
tsa_060090,#33638d
tsa_060097,#453781
tsa_060167,#404688
tsa_060479,#39558c
tsa_060497,#453781
tsa_060519,#404688
tsa_060536,#33638d
tsa_060625,#39558c
tsa_060645,#39558c
tsa_060709,#39558c
tsa_060712,#453781
tsa_060728,#404688
tsa_060742,#453781
tsa_060802,#39558c
tsa_060826,#33638d
tsa_060972,#2d718e
tsa_060976,#404688
tsa_060977,#482576
tsa_060984,#33638d
tsa_061028,#39558c
tsa_061076,#404688
tsa_061093,#39558c
tsa_061143,#39558c
tsa_061156,#482576
tsa_061178,#33638d
tsa_061211,#404688
tsa_061252,#39558c
phytozome_000089,#20a386
phytozome_000119,#238a8d
phytozome_000218,#20a386
phytozome_000340,#238a8d
phytozome_000374,#287d8e
phytozome_000390,#2d718e
phytozome_000468,#29af7f
phytozome_000539,#287d8e
phytozome_000541,#287d8e
phytozome_000545,#287d8e
phytozome_000554,#238a8d
phytozome_000572,#20a386
phytozome_000662,#287d8e
phytozome_000679,#1f968b
phytozome_000726,#287d8e
phytozome_000752,#238a8d
phytozome_000785,#3dbc74
phytozome_000793,#20a386
phytozome_000823,#238a8d
phytozome_001006,#1f968b
phytozome_001052,#2d718e
phytozome_001072,#287d8e
phytozome_001129,#287d8e
phytozome_001133,#238a8d
phytozome_001159,#238a8d
phytozome_001166,#238a8d
phytozome_001234,#1f968b
phytozome_001243,#20a386
phytozome_001255,#287d8e
phytozome_001257,#20a386
phytozome_001355,#238a8d
phytozome_001451,#1f968b
phytozome_001458,#33638d
phytozome_001480,#238a8d
phytozome_001491,#238a8d
phytozome_001493,#33638d
phytozome_001495,#238a8d
phytozome_001511,#238a8d
phytozome_001516,#238a8d
phytozome_001527,#238a8d
phytozome_001546,#238a8d
phytozome_001563,#1f968b
phytozome_001564,#1f968b
phytozome_001576,#287d8e
phytozome_001588,#287d8e
phytozome_001595,#238a8d
phytozome_001614,#238a8d
phytozome_001616,#2d718e
phytozome_001635,#287d8e
phytozome_001656,#238a8d
phytozome_001689,#287d8e
phytozome_001707,#238a8d
phytozome_001711,#287d8e
phytozome_001720,#287d8e
phytozome_001752,#29af7f
phytozome_001760,#2d718e
phytozome_001843,#287d8e
phytozome_001857,#1f968b
phytozome_001865,#20a386
phytozome_001888,#75d054
phytozome_001909,#1f968b
phytozome_001992,#238a8d
phytozome_002032,#287d8e
phytozome_002156,#20a386
phytozome_002158,#1f968b
phytozome_002163,#287d8e
phytozome_002166,#287d8e
phytozome_002169,#287d8e
phytozome_002174,#238a8d
phytozome_002177,#33638d
phytozome_002384,#20a386
phytozome_002422,#2d718e
phytozome_002494,#33638d
phytozome_002499,#33638d
phytozome_002505,#20a386
phytozome_002507,#238a8d
phytozome_002508,#238a8d
phytozome_002538,#287d8e
phytozome_002550,#1f968b
phytozome_002568,#1f968b
phytozome_002576,#1f968b
phytozome_002577,#2d718e
phytozome_002582,#1f968b
phytozome_002589,#20a386
phytozome_002626,#238a8d
phytozome_002661,#238a8d
phytozome_002738,#238a8d
phytozome_002772,#238a8d
phytozome_002783,#20a386
phytozome_002807,#238a8d
phytozome_002813,#287d8e
phytozome_002969,#287d8e
phytozome_002971,#20a386
phytozome_003125,#238a8d
phytozome_003217,#29af7f
phytozome_003264,#1f968b
phytozome_003280,#287d8e
phytozome_003282,#238a8d
phytozome_003293,#20a386
phytozome_003371,#1f968b
phytozome_003404,#238a8d
phytozome_003417,#287d8e
phytozome_003421,#287d8e
phytozome_003426,#33638d
phytozome_003428,#1f968b
phytozome_003429,#287d8e
phytozome_003495,#287d8e
phytozome_003576,#238a8d
phytozome_003616,#287d8e
phytozome_003619,#33638d
phytozome_003620,#287d8e
phytozome_003632,#33638d
phytozome_003647,#2d718e
phytozome_003648,#2d718e
phytozome_003653,#33638d
phytozome_003661,#287d8e
phytozome_003662,#2d718e
phytozome_003663,#2d718e
phytozome_003669,#33638d
phytozome_003671,#33638d
phytozome_003673,#2d718e
phytozome_003705,#1f968b
phytozome_003795,#2d718e
phytozome_003810,#1f968b
phytozome_003830,#2d718e
phytozome_003866,#3dbc74
phytozome_003894,#1f968b
phytozome_003911,#238a8d
phytozome_003913,#1f968b
phytozome_003929,#238a8d
phytozome_003934,#238a8d
phytozome_003980,#1f968b
phytozome_004022,#238a8d
phytozome_004104,#2d718e
phytozome_004192,#2d718e
phytozome_004262,#238a8d
phytozome_004295,#20a386
phytozome_004304,#287d8e
phytozome_004340,#287d8e
phytozome_004376,#287d8e
phytozome_004378,#287d8e
phytozome_004382,#1f968b
phytozome_004412,#1f968b
phytozome_004467,#2d718e
phytozome_004477,#2d718e
phytozome_004494,#238a8d
phytozome_004522,#33638d
phytozome_004527,#33638d
phytozome_004539,#2d718e
phytozome_004557,#1f968b
phytozome_004561,#3dbc74
phytozome_004611,#238a8d
phytozome_004638,#238a8d
phytozome_004699,#287d8e
phytozome_004792,#238a8d
phytozome_004815,#2d718e
phytozome_004891,#39558c
phytozome_004898,#33638d
phytozome_004900,#33638d
phytozome_004903,#2d718e
phytozome_004958,#33638d
phytozome_004972,#1f968b
phytozome_004982,#33638d
phytozome_004987,#2d718e
phytozome_004991,#287d8e
phytozome_004996,#20a386
phytozome_005012,#2d718e
phytozome_005020,#238a8d
phytozome_005023,#2d718e
phytozome_005040,#238a8d
phytozome_005061,#1f968b
phytozome_005152,#287d8e
phytozome_005161,#238a8d
phytozome_005176,#238a8d
phytozome_005236,#2d718e
phytozome_005244,#75d054
phytozome_005373,#20a386
phytozome_005409,#20a386
phytozome_005435,#39558c
phytozome_005468,#1f968b
phytozome_005481,#33638d
phytozome_005500,#33638d
phytozome_005514,#2d718e
phytozome_005562,#238a8d
phytozome_005573,#33638d
phytozome_005586,#1f968b
phytozome_005591,#287d8e
phytozome_005599,#1f968b
phytozome_005600,#20a386
phytozome_005616,#287d8e
phytozome_005741,#20a386
phytozome_005837,#287d8e
phytozome_005853,#287d8e
phytozome_005862,#238a8d
phytozome_005883,#287d8e
phytozome_005897,#20a386
phytozome_005908,#1f968b
phytozome_005916,#238a8d
phytozome_005967,#20a386
phytozome_005977,#20a386
phytozome_006023,#287d8e
phytozome_006040,#238a8d
phytozome_006052,#2d718e
phytozome_006092,#2d718e
phytozome_006095,#2d718e
phytozome_006109,#238a8d
phytozome_006237,#238a8d
phytozome_006251,#238a8d
phytozome_006294,#238a8d
phytozome_006296,#3dbc74
phytozome_006297,#2d718e
phytozome_006300,#1f968b
phytozome_006311,#1f968b
phytozome_006315,#287d8e
phytozome_006335,#238a8d
phytozome_006400,#238a8d
phytozome_006435,#238a8d
phytozome_006473,#29af7f
phytozome_006495,#1f968b
phytozome_006498,#2d718e
phytozome_006500,#2d718e
phytozome_006503,#20a386
phytozome_006509,#1f968b
phytozome_006516,#287d8e
phytozome_006562,#287d8e
phytozome_006595,#33638d
phytozome_006612,#287d8e
phytozome_006627,#1f968b
phytozome_006642,#238a8d
phytozome_006656,#238a8d
phytozome_006663,#287d8e
phytozome_006667,#3dbc74
phytozome_006678,#20a386
phytozome_006827,#238a8d
phytozome_006847,#238a8d
phytozome_006856,#1f968b
phytozome_006887,#287d8e
phytozome_006894,#1f968b
phytozome_006905,#287d8e
phytozome_006917,#287d8e
phytozome_006923,#287d8e
phytozome_006937,#287d8e
phytozome_006949,#29af7f
phytozome_007012,#2d718e
phytozome_007037,#287d8e
phytozome_007048,#287d8e
phytozome_007053,#287d8e
phytozome_007055,#287d8e
phytozome_007063,#2d718e
phytozome_007064,#1f968b
phytozome_007077,#238a8d
phytozome_007079,#29af7f
phytozome_007087,#287d8e
phytozome_007092,#20a386
phytozome_007106,#2d718e
phytozome_007163,#33638d
phytozome_007194,#2d718e
phytozome_007216,#238a8d
phytozome_007228,#238a8d
phytozome_007260,#1f968b
phytozome_007294,#238a8d
